Rank,Name,Revenue ($M),Revenue % change,Profit ($M),Profit % change,Assets ($M),Market Value ($M),Change in rank (1000),Employees,Change in rank (500),Year,Revenue_cat,Filter_cat,Profit ($M)_cat,Assets ($M)_cat,Market Value ($M)_cat,Employees_cat,Revenue_cat_1,Revenue_cat_2,Revenue_cat_3,Filter_cat_0,Filter_cat_1,Filter_cat_2,Profit ($M)_cat_1,Profit ($M)_cat_2,Profit ($M)_cat_3,Profit ($M)_cat_4,Profit ($M)_cat_5,Assets ($M)_cat_1,Assets ($M)_cat_2,Assets ($M)_cat_3,Assets ($M)_cat_4,Assets ($M)_cat_5,Market Value ($M)_cat_1,Market Value ($M)_cat_2,Market Value ($M)_cat_3,Market Value ($M)_cat_4,Market Value ($M)_cat_5,Employees_cat_1,Employees_cat_2,Employees_cat_3,Employees_cat_4,Employees_cat_5
742,Westinghouse Air Brake Technologies,2931.0,-11.4,304.9,-23.5,6581.0,7480.0,-68,20000,0,2017,1,0,3,3,4,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
743,Cooper Tire & Rubber,2925.0,-1.6,248.4,16.7,2619.0,2347.0,-4,10540,0,2017,1,0,3,2,2,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
744,Cinemark Holdings,2919.0,2.3,255.1,17.6,4307.0,5358.0,18,17751,0,2017,1,0,3,3,3,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
745,Keysight Technologies,2918.0,2.2,335.0,-34.7,3803.0,6675.0,15,10300,0,2017,1,0,4,2,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
748,PriceSmart,2905.0,3.7,88.7,-0.4,1097.0,2804.0,23,7835,0,2017,1,0,2,1,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
749,Broadridge Financial Solutions,2897.0,7.5,307.5,7.1,2880.0,8037.0,43,8000,0,2017,1,0,3,2,4,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
750,Scientific Games,2883.0,4.5,-353.7,0.0,7087.0,2084.0,29,8400,0,2017,1,0,1,3,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
751,Genesco,2868.0,-5.1,97.4,3.0,1449.0,1088.0,-30,17313,0,2017,1,0,2,1,1,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
752,MSC Industrial Direct,2864.0,-1.6,231.2,0.0,2065.0,5826.0,-5,6462,0,2017,1,0,3,1,3,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
753,Ryerson Holding,2860.0,-9.7,18.7,0.0,1559.0,468.0,-62,3325,0,2017,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
754,Acadia Healthcare,2853.0,55.9,6.1,-94.5,6025.0,3829.0,0,33650,0,2017,1,0,1,3,3,5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
755,Hologic,2833.0,4.7,330.8,151.4,7317.0,11884.0,35,5333,0,2017,1,0,4,4,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
756,Unisys,2821.0,-6.4,-47.7,0.0,2022.0,703.0,-31,21000,0,2017,1,0,1,1,1,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
757,Worthington Industries,2820.0,-16.7,143.7,87.2,2064.0,2871.0,-90,10000,0,2017,1,0,2,1,2,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
758,Sanderson Farms,2816.0,0.4,189.0,-12.5,1423.0,2361.0,12,13232,0,2017,1,0,3,1,2,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
759,WABCO Holdings,2810.0,6.9,223.0,-19.0,3056.0,6402.0,52,12860,0,2017,1,0,3,2,3,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
760,Panera Bread,2795.0,4.2,145.6,-2.5,1302.0,5951.0,37,35900,0,2017,1,0,2,1,3,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
761,Metaldyne Performance Group,2791.0,-8.4,96.3,-23.1,3191.0,1552.0,-43,12000,0,2017,1,0,2,2,1,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
763,AMC Networks,2756.0,6.8,270.5,-26.2,4481.0,3975.0,58,2186,0,2017,1,0,3,3,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
764,Clean Harbors,2755.0,-15.9,-39.9,-190.4,3682.0,3186.0,-87,12400,0,2017,1,0,1,2,2,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
765,Hovnanian Enterprises,2752.0,28.1,-2.8,0.0,2379.0,335.0,164,1961,0,2017,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
766,TrueBlue,2751.0,2.0,-15.3,-121.4,1130.0,1164.0,25,6000,0,2017,1,0,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
767,Crane,2748.0,0.3,122.8,-46.4,3428.0,4449.0,15,11000,0,2017,1,0,2,2,3,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
768,ServiceMaster Global Holdings,2746.0,5.9,155.0,-3.1,5386.0,5611.0,51,13000,0,2017,1,0,2,3,3,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
769,Sinclair Broadcast Group,2737.0,23.3,245.3,43.0,5963.0,4151.0,144,8400,0,2017,1,0,3,3,3,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
771,BGC Partners,2721.0,-12.1,102.5,-19.2,3508.0,3209.0,-61,8091,0,2017,1,0,2,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
772,DSW,2711.0,3.5,124.5,-8.5,1429.0,1658.0,40,12600,0,2017,1,0,2,1,2,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
773,Intuitive Surgical,2704.0,13.4,735.9,25.0,6487.0,28149.0,95,3755,0,2017,1,0,5,3,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
774,ArcBest,2700.0,1.2,18.7,-58.4,1310.0,666.0,26,13000,0,2017,1,0,1,1,1,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
775,PC Connection,2693.0,4.6,48.1,2.7,686.0,797.0,50,2501,0,2017,1,0,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
776,A.O. Smith,2686.0,5.9,326.5,15.4,2891.0,8874.0,55,15450,0,2017,1,0,3,2,4,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
777,Greenbrier Cos.,2680.0,2.8,183.2,-5.0,1838.0,1223.0,37,9418,0,2017,1,0,3,1,1,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
778,Great Plains Energy,2676.0,6.9,290.0,36.2,13570.0,6294.0,65,2865,0,2017,1,0,3,4,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
779,Bon-Ton Stores,2674.0,-4.1,-63.4,0.0,1505.0,18.0,-6,23300,0,2017,1,0,1,1,1,5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
780,Dycom Industries,2673.0,32.2,128.7,52.7,1720.0,2921.0,183,12750,0,2017,1,0,2,1,2,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
781,Timken,2670.0,-7.1,152.6,0.0,2758.0,3529.0,-24,14111,0,2017,1,0,2,2,3,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
783,Legg Mason,2661.0,-5.6,-25.0,-110.6,7520.0,3519.0,-15,3066,0,2017,1,0,1,4,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
784,Hill-Rom Holdings,2655.0,33.5,124.1,160.2,4262.0,4613.0,193,10000,0,2017,1,0,2,3,3,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
785,Stifel Financial,2642.0,11.2,81.5,-11.7,19129.0,3420.0,87,7100,0,2017,1,0,2,5,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
787,Qorvo,2611.0,52.6,-28.8,-114.7,6597.0,8670.0,0,7300,0,2017,1,0,1,3,4,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
788,Ciena,2601.0,6.3,72.6,522.1,2882.0,3337.0,66,5555,0,2017,1,0,2,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
789,Tetra Tech,2584.0,12.4,83.8,114.4,1801.0,2341.0,103,16000,0,2017,1,0,2,1,2,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
790,Caleres,2579.0,0.1,65.7,-19.4,1475.0,1135.0,34,12000,0,2017,1,0,2,1,1,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
791,Pool,2571.0,8.8,149.0,16.1,994.0,4927.0,84,3900,0,2017,1,0,2,1,3,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
792,Hyster-Yale Materials Handling,2570.0,-0.3,42.8,-42.7,1287.0,928.0,31,6500,0,2017,1,0,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
793,Westar Energy,2562.0,4.2,346.6,18.7,11487.0,7709.0,60,2254,0,2017,1,0,4,4,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
794,Public Storage,2561.0,7.5,1453.6,10.9,10130.0,37983.0,76,5500,0,2017,1,0,5,4,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
795,Plexus,2556.0,-3.7,76.4,-19.0,1766.0,1947.0,10,14000,0,2017,1,0,2,1,2,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
796,Boston Properties,2551.0,2.4,512.8,-12.1,18852.0,20370.0,50,785,0,2017,1,0,4,5,5,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
797,GNC Holdings,2540.0,-3.8,-286.3,-230.5,2069.0,503.0,12,11650,0,2017,1,0,1,1,1,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
798,HCP,2538.0,-0.2,627.7,0.0,15759.0,14652.0,30,188,0,2017,1,0,5,5,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
800,TTM Technologies,2533.0,20.9,34.9,0.0,2500.0,1641.0,144,28360,0,2017,1,0,1,2,2,5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
801,Prologis,2533.0,15.3,1209.9,39.2,30250.0,27474.0,119,1530,0,2017,1,0,5,5,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
802,Twitter,2530.0,14.0,-456.9,0.0,6870.0,10867.0,112,3583,0,2017,1,0,1,3,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
803,Kemper,2522.0,7.7,16.8,-80.4,8211.0,2047.0,75,5750,0,2017,1,0,1,4,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
804,Valmont Industries,2522.0,-3.7,173.2,331.8,2392.0,3508.0,9,10552,0,2017,1,0,3,1,3,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
805,Crestwood Equity Partners,2521.0,-4.3,-216.3,0.0,4449.0,1787.0,5,1219,0,2017,1,0,1,3,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
806,Applied Industrial Technologies,2519.0,-8.4,29.6,-74.4,1313.0,2411.0,-26,5569,0,2017,1,0,1,1,2,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
807,VCA,2517.0,18.0,209.2,-0.9,3373.0,7433.0,128,14700,0,2017,1,0,3,2,4,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
808,Granite Construction,2515.0,6.1,57.1,-5.6,1734.0,1989.0,66,3400,0,2017,1,0,2,1,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
809,Vornado Realty Trust,2510.0,-0.8,906.9,19.3,20815.0,18969.0,24,4225,0,2017,1,0,5,5,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
810,Mettler-Toledo International,2508.0,4.7,384.4,8.9,2167.0,12406.0,54,13700,0,2017,1,0,4,1,4,4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
811,A. Schulman,2496.0,4.3,-357.1,0.0,1758.0,927.0,54,4800,0,2017,1,0,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
812,Wolverine World Wide,2495.0,-7.3,87.7,-28.6,2432.0,2421.0,-18,5860,0,2017,1,0,2,1,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
813,Graham Holdings,2482.0,-16.8,168.6,0.0,4433.0,3352.0,-76,15813,0,2017,1,0,3,3,2,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
814,Chico's FAS,2476.0,-6.3,91.2,0.0,1109.0,1818.0,-7,13650,0,2017,1,0,2,1,2,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
815,Domino's Pizza,2473.0,11.6,214.7,11.4,716.0,8853.0,100,14100,0,2017,1,0,3,1,4,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
817,Southwest Gas Holdings,2461.0,-0.1,152.0,9.9,5581.0,3942.0,34,6277,0,2017,1,0,2,3,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
819,Hawaiian Holdings,2451.0,5.7,235.4,28.9,2709.0,2491.0,65,6199,0,2017,1,0,3,2,2,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
820,Vectren,2448.0,0.6,211.6,7.2,5801.0,4862.0,35,5800,0,2017,1,0,3,3,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
821,Gartner,2445.0,13.0,193.6,10.2,2367.0,8961.0,106,8813,0,2017,1,0,3,1,4,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
822,On Assignment,2440.0,17.5,97.2,-0.5,1753.0,2555.0,129,3620,0,2017,1,0,2,1,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
824,Parexel International,2426.0,4.1,154.9,4.8,2036.0,3216.0,57,18600,0,2017,1,0,2,1,2,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
827,Synopsys,2423.0,8.0,266.8,18.1,5240.0,10854.0,82,10669,0,2017,1,0,3,3,4,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
828,Moog,2412.0,-4.5,126.7,-3.9,3042.0,2416.0,8,10497,0,2017,1,0,2,2,2,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
829,Cabot,2411.0,-16.0,149.0,0.0,3044.0,3726.0,-71,4300,0,2017,1,0,2,2,3,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
830,ITT,2405.0,-3.2,186.1,-47.1,3602.0,3637.0,17,9500,0,2017,1,0,3,2,3,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
831,TRI Pointe Group,2405.0,0.2,195.2,-5.0,3565.0,1995.0,32,1137,0,2017,1,0,3,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
832,Maximus,2403.0,14.5,178.4,13.1,1349.0,4031.0,111,18800,0,2017,1,0,3,1,3,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
833,Illumina,2398.0,8.0,462.6,0.2,4281.0,24911.0,79,5500,0,2017,1,0,4,3,5,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
835,Alere,2395.0,-3.1,-39.3,-119.1,5856.0,3457.0,-17,9200,0,2017,1,0,1,3,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
836,Toro,2392.0,0.1,231.0,14.6,1388.0,6720.0,30,6834,0,2017,1,0,3,1,3,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
837,Sprague Resources,2390.0,-31.4,10.2,-87.0,1013.0,580.0,-184,600,0,2017,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
838,G-III Apparel Group,2386.0,1.8,51.9,-54.6,1852.0,1065.0,39,9826,0,2017,1,0,2,1,1,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
839,Hawaiian Electric Industries,2381.0,-8.5,248.3,55.3,12426.0,3622.0,-22,3796,0,2017,1,0,3,4,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
840,Pinnacle Entertainment,2379.0,3.8,-457.4,0.0,4077.0,1101.0,55,16092,0,2017,1,0,1,2,1,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
841,Columbia Sportswear,2377.0,2.2,191.9,10.1,2014.0,4082.0,41,6023,0,2017,1,0,3,1,3,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
843,Komatsu Mining,2371.0,-25.2,-58.4,0.0,3426.0,2814.0,-153,10000,0,2017,1,0,1,2,2,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
844,Trimble,2362.0,3.1,132.4,9.3,3674.0,8091.0,52,8388,0,2017,1,0,2,2,4,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
845,Edgewell Personal Care,2362.0,-2.4,178.7,0.0,4772.0,4200.0,11,6000,0,2017,1,0,3,3,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
846,Belden,2357.0,2.1,128.0,93.3,3807.0,2919.0,41,8400,0,2017,1,0,2,2,2,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
847,DST Systems,2355.0,-16.7,427.3,19.3,2772.0,3855.0,-80,9800,0,2017,1,0,4,2,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
848,WGL Holdings,2350.0,-11.7,167.6,27.7,6059.0,4227.0,-46,1554,0,2017,1,0,3,3,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
849,GGP,2346.0,-2.4,1288.4,-6.3,22733.0,20478.0,12,1800,0,2017,1,0,5,5,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
850,Brocade Communications Systems,2346.0,3.6,213.8,-37.2,4940.0,5088.0,54,5960,0,2017,1,0,3,3,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
851,Akamai Technologies,2340.0,6.5,316.1,-1.6,4373.0,10365.0,68,6490,0,2017,1,0,3,3,4,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
852,Nationstar Mortgage Holdings,2340.0,0.0,19.0,-51.0,19593.0,1541.0,28,7750,0,2017,1,0,1,5,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
854,Kansas City Southern,2334.0,-3.5,478.1,-1.1,8818.0,9146.0,4,6820,0,2017,1,0,4,4,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
855,Revlon,2334.0,21.9,-21.9,-139.0,3024.0,1463.0,137,7300,0,2017,1,0,1,2,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
856,AptarGroup,2331.0,0.6,205.6,3.1,2607.0,4810.0,29,12700,0,2017,1,0,3,2,3,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
857,MDC Holdings,2327.0,21.9,103.2,56.9,2529.0,1551.0,137,1318,0,2017,1,0,2,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
858,Vishay Intertechnology,2323.0,1.0,48.8,0.0,3078.0,2405.0,33,22100,0,2017,1,0,2,2,2,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
859,Teradata,2322.0,-8.2,125.0,0.0,2413.0,4073.0,-25,10093,0,2017,1,0,2,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
860,Spirit Airlines,2322.0,8.4,264.9,-16.5,3152.0,3680.0,73,5159,0,2017,1,0,3,2,3,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
861,EnerSys,2316.0,-7.6,136.2,-24.9,2215.0,3428.0,-20,9400,0,2017,1,0,2,1,2,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
862,Snyder's-Lance,2314.0,39.7,14.9,-70.6,3834.0,3890.0,0,6100,0,2017,1,0,1,2,3,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
863,Benchmark Electronics,2310.0,-9.1,64.0,-32.9,1999.0,1581.0,-33,9900,0,2017,1,0,2,1,1,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
864,West,2292.0,-3.8,193.4,-20.0,3441.0,2036.0,5,10720,0,2017,1,0,3,2,2,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
865,Selective Insurance Group,2284.0,7.1,158.5,-4.4,7356.0,2746.0,71,2250,0,2017,1,0,2,4,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
866,Party City Holdco,2283.0,-0.5,117.5,0.0,3394.0,1679.0,28,14000,0,2017,1,0,2,2,2,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
867,Cheesecake Factory,2276.0,8.3,139.5,19.7,1293.0,3024.0,74,38800,0,2017,1,0,2,1,2,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
868,Lincoln Electric Holdings,2275.0,-10.3,198.4,55.6,1943.0,5712.0,-36,9000,0,2017,1,0,3,1,3,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
869,Carlyle Group,2274.0,-24.3,6.4,0.0,9973.0,1366.0,-139,1600,0,2017,1,0,1,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
870,Enable Midstream Partners,2272.0,-6.0,312.0,0.0,11212.0,7217.0,-11,1600,0,2017,1,0,3,4,4,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
871,Oceaneering International,2272.0,-25.8,24.6,-89.4,3130.0,2661.0,-156,9300,0,2017,1,0,1,2,2,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
872,Vista Outdoor,2271.0,9.0,147.0,84.9,2943.0,1175.0,78,5800,0,2017,1,0,2,2,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
873,Middleby,2268.0,24.2,284.2,48.3,2917.0,7841.0,0,8026,0,2017,1,0,3,2,4,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
874,Herman Miller,2265.0,5.7,136.7,40.2,1235.0,1890.0,58,7607,0,2017,1,0,2,1,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
875,PerkinElmer,2262.0,0.0,234.3,10.3,4277.0,6374.0,30,8000,0,2017,1,0,3,3,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
876,OGE Energy,2259.0,2.8,338.2,24.7,9940.0,6986.0,45,2453,0,2017,1,0,4,4,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
877,PCM,2251.0,35.4,17.6,0.0,633.0,350.0,0,3611,0,2017,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
